user_id,id_cluster,gender,age,height,avg_weight_last7d,noted_at,calories_consumed_last_3_days_avg,protein_intake_last_3_days_avg,carbs_intake_last_3_days_avg,fat_intake_last_3_days_avg,id_recommendation,feedback
1,1,Male,23,180.0,67.8,2025-05-02 15:00:00,2654,152,375,82,3,1
1,1,Male,23,180.0,68.0,2025-05-04 15:00:00,2901,144,349,91,4,0
1,1,Male,23,180.0,68.0,2025-05-04 15:00:05,2901,144,349,91,11,0
1,1,Male,23,180.0,68.0,2025-05-04 15:00:10,2901,144,349,91,7,1
1,1,Male,23,180.0,67.9,2025-05-05 15:00:00,2589,145,362,86,13,0
1,1,Male,23,180.0,67.9,2025-05-05 15:00:05,2589,145,362,86,3,1
1,1,Male,23,180.0,68.3,2025-05-06 15:00:00,3018,147,324,81,3,1
1,1,Male,23,180.0,68.2,2025-05-08 15:00:00,2643,149,336,93,12,0
1,1,Male,23,180.0,68.2,2025-05-08 15:00:05,2643,149,336,93,19,0
1,1,Male,23,180.0,68.2,2025-05-08 15:00:10,2643,149,336,93,2,1
1,1,Male,23,180.0,68.4,2025-05-09 15:00:00,2693,135,356,77,18,0
1,1,Male,23,180.0,68.4,2025-05-09 15:00:05,2693,135,356,77,1,1
1,1,Male,23,180.0,68.2,2025-05-10 15:00:00,2826,146,382,80,4,1
1,1,Male,23,180.0,68.2,2025-05-12 15:00:00,2765,164,332,96,17,0
1,1,Male,23,180.0,68.2,2025-05-12 15:00:05,2765,164,332,96,5,0
1,1,Male,23,180.0,68.2,2025-05-12 15:00:10,2765,164,332,96,1,1
1,1,Male,23,180.0,68.4,2025-05-13 15:00:00,2812,166,322,89,8,0
1,1,Male,23,180.0,68.4,2025-05-13 15:00:05,2812,166,322,89,20,1
1,1,Male,23,180.0,67.8,2025-05-14 15:00:00,2820,144,328,98,3,1
1,1,Male,23,180.0,68.4,2025-05-16 15:00:00,2231,145,331,91,10,0
1,1,Male,23,180.0,68.4,2025-05-16 15:00:05,2231,145,331,91,7,0
1,1,Male,23,180.0,68.4,2025-05-16 15:00:10,2231,145,331,91,4,1
1,1,Male,23,180.0,67.7,2025-05-17 15:00:00,2094,151,355,85,5,0
1,1,Male,23,180.0,67.7,2025-05-17 15:00:05,2094,151,355,85,20,1
1,1,Male,23,180.0,67.6,2025-05-18 15:00:00,2912,152,383,94,1,1
1,1,Male,23,180.0,68.3,2025-05-20 15:00:00,2648,164,264,94,14,0
1,1,Male,23,180.0,68.3,2025-05-20 15:00:05,2648,164,264,94,19,0
1,1,Male,23,180.0,68.3,2025-05-20 15:00:10,2648,164,264,94,1,1
1,1,Male,23,180.0,68.2,2025-05-21 15:00:00,2528,151,335,91,10,0
1,1,Male,23,180.0,68.2,2025-05-21 15:00:05,2528,151,335,91,3,1
1,1,Male,24,180.0,67.9,2025-05-22 15:00:00,2874,143,359,87,1,1
1,1,Male,24,180.0,67.9,2025-05-24 15:00:00,2875,155,413,94,11,0
1,1,Male,24,180.0,67.9,2025-05-24 15:00:05,2875,155,413,94,14,0
1,1,Male,24,180.0,67.9,2025-05-24 15:00:10,2875,155,413,94,4,1
1,1,Male,24,180.0,67.8,2025-05-25 15:00:00,2798,151,337,96,11,0
1,1,Male,24,180.0,67.8,2025-05-25 15:00:05,2798,151,337,96,3,1
1,1,Male,24,180.0,68.3,2025-05-26 15:00:00,2898,144,361,91,3,1
1,1,Male,24,180.0,68.0,2025-05-28 15:00:00,2746,154,391,93,20,0
1,1,Male,24,180.0,68.0,2025-05-28 15:00:05,2746,154,391,93,10,0
1,1,Male,24,180.0,68.0,2025-05-28 15:00:10,2746,154,391,93,7,1
1,1,Male,24,180.0,67.7,2025-05-29 15:00:00,2859,165,349,98,8,0
1,1,Male,24,180.0,67.7,2025-05-29 15:00:05,2859,165,349,98,1,1
1,1,Male,24,180.0,68.3,2025-05-30 15:00:00,2807,146,325,92,1,1
2,2,Male,33,178.0,70.0,2025-04-10 15:00:00,2214,91,279,81,5,0
2,2,Male,33,178.0,70.0,2025-04-10 15:00:05,2214,91,279,81,10,0
2,2,Male,33,178.0,70.0,2025-04-10 15:00:10,2214,91,279,81,19,1
2,2,Male,33,178.0,70.0,2025-04-11 15:00:00,2339,115,259,97,3,0
2,2,Male,33,178.0,70.0,2025-04-11 15:00:05,2339,115,259,97,20,1
2,2,Male,33,178.0,69.8,2025-04-12 15:00:00,2096,102,261,87,14,1
2,2,Male,33,178.0,70.2,2025-04-14 15:00:00,2607,108,276,86,19,0
2,2,Male,33,178.0,70.2,2025-04-14 15:00:05,2607,108,276,86,17,0
2,2,Male,33,178.0,70.2,2025-04-14 15:00:10,2607,108,276,86,14,1
2,2,Male,33,178.0,69.6,2025-04-15 15:00:00,2436,109,267,89,19,0
2,2,Male,33,178.0,69.6,2025-04-15 15:00:05,2436,109,267,89,12,1
2,2,Male,33,178.0,70.2,2025-04-16 15:00:00,2376,121,286,90,7,1
2,2,Male,33,178.0,69.8,2025-04-18 15:00:00,2655,91,267,80,11,0
2,2,Male,33,178.0,69.8,2025-04-18 15:00:05,2655,91,267,80,17,0
2,2,Male,33,178.0,69.8,2025-04-18 15:00:10,2655,91,267,80,3,1
2,2,Male,33,178.0,70.1,2025-04-19 15:00:00,1984,123,270,78,16,0
2,2,Male,33,178.0,70.1,2025-04-19 15:00:05,1984,123,270,78,9,1
2,2,Male,33,178.0,69.8,2025-04-20 15:00:00,2176,104,275,93,15,1
2,2,Male,33,178.0,69.8,2025-04-22 15:00:00,2576,111,264,85,4,0
2,2,Male,33,178.0,69.8,2025-04-22 15:00:05,2576,111,264,85,19,0
2,2,Male,33,178.0,69.8,2025-04-22 15:00:10,2576,111,264,85,15,1
2,2,Male,33,178.0,69.9,2025-04-23 15:00:00,2261,110,251,83,17,0
2,2,Male,33,178.0,69.9,2025-04-23 15:00:05,2261,110,251,83,15,1
2,2,Male,33,178.0,70.3,2025-04-24 15:00:00,2361,101,250,87,9,1
2,2,Male,33,178.0,69.9,2025-04-26 15:00:00,2539,115,328,81,18,0
2,2,Male,33,178.0,69.9,2025-04-26 15:00:05,2539,115,328,81,16,0
2,2,Male,33,178.0,69.9,2025-04-26 15:00:10,2539,115,328,81,15,1
2,2,Male,33,178.0,70.3,2025-04-27 15:00:00,2502,119,301,83,7,0
2,2,Male,33,178.0,70.3,2025-04-27 15:00:05,2502,119,301,83,13,1
2,2,Male,33,178.0,70.1,2025-04-28 15:00:00,2178,89,275,92,12,1
2,2,Male,33,178.0,70.1,2025-04-30 15:00:00,2369,115,269,92,6,0
2,2,Male,33,178.0,70.1,2025-04-30 15:00:05,2369,115,269,92,19,0
2,2,Male,33,178.0,70.1,2025-04-30 15:00:10,2369,115,269,92,16,1
2,2,Male,33,178.0,69.8,2025-05-01 15:00:00,2352,114,288,97,1,0
2,2,Male,33,178.0,69.8,2025-05-01 15:00:05,2352,114,288,97,15,1
2,2,Male,33,178.0,69.9,2025-05-02 15:00:00,2568,105,289,79,14,1
2,2,Male,33,178.0,70.3,2025-05-04 15:00:00,2243,115,295,76,17,0
2,2,Male,33,178.0,70.3,2025-05-04 15:00:05,2243,115,295,76,7,0
2,2,Male,33,178.0,70.3,2025-05-04 15:00:10,2243,115,295,76,2,1
2,2,Male,33,178.0,70.2,2025-05-05 15:00:00,2486,110,262,83,20,0
2,2,Male,33,178.0,70.2,2025-05-05 15:00:05,2486,110,262,83,12,1
2,2,Male,33,178.0,70.2,2025-05-06 15:00:00,2437,105,246,89,15,1
2,2,Male,33,178.0,70.2,2025-05-08 15:00:00,2576,121,265,84,6,0
2,2,Male,33,178.0,70.2,2025-05-08 15:00:05,2576,121,265,84,7,0
2,2,Male,33,178.0,70.2,2025-05-08 15:00:10,2576,121,265,84,19,1
2,2,Male,33,178.0,69.6,2025-05-09 15:00:00,2593,109,264,86,14,0
2,2,Male,33,178.0,69.6,2025-05-09 15:00:05,2593,109,264,86,10,1
2,2,Male,33,178.0,69.6,2025-05-10 15:00:00,2376,118,274,90,9,1
2,2,Male,33,178.0,69.7,2025-05-12 15:00:00,2291,114,275,96,9,0
2,2,Male,33,178.0,69.7,2025-05-12 15:00:05,2291,114,275,96,19,0
2,2,Male,33,178.0,69.7,2025-05-12 15:00:10,2291,114,275,96,15,1
2,2,Male,33,178.0,70.1,2025-05-13 15:00:00,2440,126,296,84,2,0
2,2,Male,33,178.0,70.1,2025-05-13 15:00:05,2440,126,296,84,15,1
2,2,Male,33,178.0,70.0,2025-05-14 15:00:00,2283,112,264,77,15,1
2,2,Male,33,178.0,70.0,2025-05-16 15:00:00,2288,103,262,98,1,0
2,2,Male,33,178.0,70.0,2025-05-16 15:00:05,2288,103,262,98,6,0
2,2,Male,33,178.0,70.0,2025-05-16 15:00:10,2288,103,262,98,9,1
2,2,Male,33,178.0,69.8,2025-05-17 15:00:00,2300,117,289,90,6,0
2,2,Male,33,178.0,69.8,2025-05-17 15:00:05,2300,117,289,90,1,1
2,2,Male,33,178.0,70.1,2025-05-18 15:00:00,2562,115,251,89,8,1
2,2,Male,33,178.0,70.3,2025-05-20 15:00:00,2320,113,256,94,14,0
2,2,Male,33,178.0,70.3,2025-05-20 15:00:05,2320,113,256,94,3,0
2,2,Male,33,178.0,70.3,2025-05-20 15:00:10,2320,113,256,94,18,1
2,2,Male,33,178.0,69.9,2025-05-21 15:00:00,2360,121,289,84,11,0
2,2,Male,33,178.0,69.9,2025-05-21 15:00:05,2360,121,289,84,15,1
2,2,Male,33,178.0,69.7,2025-05-22 15:00:00,2566,111,300,99,15,1
2,2,Male,33,178.0,70.1,2025-05-24 15:00:00,2501,113,278,83,16,0
2,2,Male,33,178.0,70.1,2025-05-24 15:00:05,2501,113,278,83,7,0
2,2,Male,33,178.0,70.1,2025-05-24 15:00:10,2501,113,278,83,2,1
2,2,Male,33,178.0,69.8,2025-05-25 15:00:00,2261,103,289,92,1,0
2,2,Male,33,178.0,69.8,2025-05-25 15:00:05,2261,103,289,92,16,1
2,2,Male,33,178.0,69.6,2025-05-26 15:00:00,2556,110,277,91,9,1
2,2,Male,33,178.0,70.4,2025-05-28 15:00:00,2111,106,266,89,19,0
2,2,Male,33,178.0,70.4,2025-05-28 15:00:05,2111,106,266,89,5,0
2,2,Male,33,178.0,70.4,2025-05-28 15:00:10,2111,106,266,89,12,1
2,2,Male,33,178.0,69.7,2025-05-29 15:00:00,2465,109,292,86,1,0
2,2,Male,33,178.0,69.7,2025-05-29 15:00:05,2465,109,292,86,17,1
2,2,Male,33,178.0,69.9,2025-05-30 15:00:00,2378,117,279,94,15,1
3,3,Female,22,165.0,57.2,2025-04-10 15:00:00,2272,105,263,70,6,0
3,3,Female,22,165.0,57.2,2025-04-10 15:00:05,2272,105,263,70,4,0
3,3,Female,22,165.0,57.2,2025-04-10 15:00:10,2272,105,263,70,3,1
3,3,Female,22,165.0,56.8,2025-04-11 15:00:00,2572,112,254,82,12,0
3,3,Female,22,165.0,56.8,2025-04-11 15:00:05,2572,112,254,82,3,1
3,3,Female,22,165.0,56.9,2025-04-12 15:00:00,2450,128,315,70,3,1
3,3,Female,22,165.0,57.2,2025-04-14 15:00:00,2140,120,258,72,6,0
3,3,Female,22,165.0,57.2,2025-04-14 15:00:05,2140,120,258,72,2,0
3,3,Female,22,165.0,57.2,2025-04-14 15:00:10,2140,120,258,72,17,1
3,3,Female,22,165.0,56.6,2025-04-15 15:00:00,2264,121,260,71,16,0
3,3,Female,22,165.0,56.6,2025-04-15 15:00:05,2264,121,260,71,1,1
3,3,Female,22,165.0,57.2,2025-04-16 15:00:00,2193,116,228,78,6,1
3,3,Female,22,165.0,57.1,2025-04-18 15:00:00,2303,115,230,77,5,0
3,3,Female,22,165.0,57.1,2025-04-18 15:00:05,2303,115,230,77,9,0
3,3,Female,22,165.0,57.1,2025-04-18 15:00:10,2303,115,230,77,8,1
3,3,Female,22,165.0,57.2,2025-04-19 15:00:00,2259,108,255,81,4,0
3,3,Female,22,165.0,57.2,2025-04-19 15:00:05,2259,108,255,81,1,1
3,3,Female,22,165.0,57.0,2025-04-20 15:00:00,2211,117,229,76,3,1
3,3,Female,22,165.0,56.7,2025-04-22 15:00:00,2374,114,258,79,8,0
3,3,Female,22,165.0,56.7,2025-04-22 15:00:05,2374,114,258,79,9,0
3,3,Female,22,165.0,56.7,2025-04-22 15:00:10,2374,114,258,79,16,1
3,3,Female,22,165.0,57.2,2025-04-23 15:00:00,1990,108,248,78,15,0
3,3,Female,22,165.0,57.2,2025-04-23 15:00:05,1990,108,248,78,14,1
3,3,Female,22,165.0,57.3,2025-04-24 15:00:00,2170,122,275,78,1,1
3,3,Female,22,165.0,57.3,2025-04-26 15:00:00,2039,106,247,77,10,0
3,3,Female,22,165.0,57.3,2025-04-26 15:00:05,2039,106,247,77,6,0
3,3,Female,22,165.0,57.3,2025-04-26 15:00:10,2039,106,247,77,3,1
3,3,Female,22,165.0,56.6,2025-04-27 15:00:00,2391,125,270,77,15,0
3,3,Female,22,165.0,56.6,2025-04-27 15:00:05,2391,125,270,77,17,1
3,3,Female,22,165.0,56.8,2025-04-28 15:00:00,1981,110,287,74,1,1
3,3,Female,22,165.0,56.9,2025-04-30 15:00:00,2261,119,260,74,12,0
3,3,Female,22,165.0,56.9,2025-04-30 15:00:05,2261,119,260,74,19,0
3,3,Female,22,165.0,56.9,2025-04-30 15:00:10,2261,119,260,74,17,1
3,3,Female,22,165.0,57.0,2025-05-01 15:00:00,2220,107,261,78,12,0
3,3,Female,22,165.0,57.0,2025-05-01 15:00:05,2220,107,261,78,17,1
3,3,Female,22,165.0,57.2,2025-05-02 15:00:00,2386,110,232,71,3,1
3,3,Female,22,165.0,56.8,2025-05-04 15:00:00,2162,112,250,72,9,0
3,3,Female,22,165.0,56.8,2025-05-04 15:00:05,2162,112,250,72,3,0
3,3,Female,22,165.0,56.8,2025-05-04 15:00:10,2162,112,250,72,4,1
3,3,Female,22,165.0,56.6,2025-05-05 15:00:00,2505,119,252,70,9,0
3,3,Female,22,165.0,56.6,2025-05-05 15:00:05,2505,119,252,70,17,1
3,3,Female,22,165.0,57.3,2025-05-06 15:00:00,2203,122,226,79,17,1
3,3,Female,22,165.0,57.3,2025-05-08 15:00:00,2265,116,269,68,13,0
3,3,Female,22,165.0,57.3,2025-05-08 15:00:05,2265,116,269,68,14,0
3,3,Female,22,165.0,57.3,2025-05-08 15:00:10,2265,116,269,68,3,1
3,3,Female,22,165.0,56.6,2025-05-09 15:00:00,2118,121,290,70,2,0
3,3,Female,22,165.0,56.6,2025-05-09 15:00:05,2118,121,290,70,8,1
3,3,Female,22,165.0,57.1,2025-05-10 15:00:00,2344,102,266,79,1,1
3,3,Female,22,165.0,57.1,2025-05-12 15:00:00,2444,123,242,73,12,0
3,3,Female,22,165.0,57.1,2025-05-12 15:00:05,2444,123,242,73,13,0
3,3,Female,22,165.0,57.1,2025-05-12 15:00:10,2444,123,242,73,1,1
3,3,Female,22,165.0,57.4,2025-05-13 15:00:00,2278,118,231,72,5,0
3,3,Female,22,165.0,57.4,2025-05-13 15:00:05,2278,118,231,72,1,1
3,3,Female,22,165.0,57.2,2025-05-14 15:00:00,2234,110,276,69,1,1
3,3,Female,22,165.0,56.9,2025-05-16 15:00:00,2140,105,266,73,8,0
3,3,Female,22,165.0,56.9,2025-05-16 15:00:05,2140,105,266,73,7,0
3,3,Female,22,165.0,56.9,2025-05-16 15:00:10,2140,105,266,73,20,1
3,3,Female,22,165.0,57.3,2025-05-17 15:00:00,2388,126,290,70,4,0
3,3,Female,22,165.0,57.3,2025-05-17 15:00:05,2388,126,290,70,1,1
3,3,Female,22,165.0,56.9,2025-05-18 15:00:00,2355,107,247,78,3,1
3,3,Female,22,165.0,57.0,2025-05-20 15:00:00,2340,123,256,75,12,0
3,3,Female,22,165.0,57.0,2025-05-20 15:00:05,2340,123,256,75,13,0
3,3,Female,22,165.0,57.0,2025-05-20 15:00:10,2340,123,256,75,17,1
3,3,Female,22,165.0,56.9,2025-05-21 15:00:00,2113,120,270,78,10,0
3,3,Female,22,165.0,56.9,2025-05-21 15:00:05,2113,120,270,78,17,1
3,3,Female,22,165.0,56.7,2025-05-22 15:00:00,2367,113,280,74,16,1
3,3,Female,22,165.0,57.1,2025-05-24 15:00:00,2304,121,256,70,20,0
3,3,Female,22,165.0,57.1,2025-05-24 15:00:05,2304,121,256,70,10,0
3,3,Female,22,165.0,57.1,2025-05-24 15:00:10,2304,121,256,70,3,1
3,3,Female,22,165.0,56.7,2025-05-25 15:00:00,2227,105,243,71,2,0
3,3,Female,22,165.0,56.7,2025-05-25 15:00:05,2227,105,243,71,17,1
3,3,Female,22,165.0,56.9,2025-05-26 15:00:00,2051,118,261,73,17,1
3,3,Female,22,165.0,56.7,2025-05-28 15:00:00,2469,117,261,75,14,0
3,3,Female,22,165.0,56.7,2025-05-28 15:00:05,2469,117,261,75,15,0
3,3,Female,22,165.0,56.7,2025-05-28 15:00:10,2469,117,261,75,3,1
3,3,Female,22,165.0,56.7,2025-05-29 15:00:00,2308,122,247,82,20,0
3,3,Female,22,165.0,56.7,2025-05-29 15:00:05,2308,122,247,82,17,1
3,3,Female,22,165.0,57.4,2025-05-30 15:00:00,2186,117,268,78,17,1
4,4,Female,29,168.0,60.4,2025-04-10 15:00:00,2356,109,232,80,1,0
4,4,Female,29,168.0,60.4,2025-04-10 15:00:05,2356,109,232,80,3,0
4,4,Female,29,168.0,60.4,2025-04-10 15:00:10,2356,109,232,80,8,1
4,4,Female,29,168.0,60.2,2025-04-11 15:00:00,2388,92,295,73,1,0
4,4,Female,29,168.0,60.2,2025-04-11 15:00:05,2388,92,295,73,8,1
4,4,Female,29,168.0,60.3,2025-04-12 15:00:00,2234,90,254,88,13,1
4,4,Female,29,168.0,60.2,2025-04-14 15:00:00,2580,114,241,81,10,0
4,4,Female,29,168.0,60.2,2025-04-14 15:00:05,2580,114,241,81,3,0
4,4,Female,29,168.0,60.2,2025-04-14 15:00:10,2580,114,241,81,9,1
4,4,Female,29,168.0,60.1,2025-04-15 15:00:00,2286,103,300,75,19,0
4,4,Female,29,168.0,60.1,2025-04-15 15:00:05,2286,103,300,75,4,1
4,4,Female,29,168.0,59.9,2025-04-16 15:00:00,2221,104,268,85,20,1
4,4,Female,29,168.0,60.4,2025-04-18 15:00:00,2577,115,280,68,3,0
4,4,Female,29,168.0,60.4,2025-04-18 15:00:05,2577,115,280,68,7,0
4,4,Female,29,168.0,60.4,2025-04-18 15:00:10,2577,115,280,68,10,1
4,4,Female,29,168.0,60.3,2025-04-19 15:00:00,2269,103,263,85,9,0
4,4,Female,29,168.0,60.3,2025-04-19 15:00:05,2269,103,263,85,8,1
4,4,Female,29,168.0,60.0,2025-04-20 15:00:00,2189,105,254,72,6,1
4,4,Female,29,168.0,60.4,2025-04-22 15:00:00,2421,109,288,82,5,0
4,4,Female,29,168.0,60.4,2025-04-22 15:00:05,2421,109,288,82,17,0
4,4,Female,29,168.0,60.4,2025-04-22 15:00:10,2421,109,288,82,8,1
4,4,Female,29,168.0,59.8,2025-04-23 15:00:00,2383,106,291,78,20,0
4,4,Female,29,168.0,59.8,2025-04-23 15:00:05,2383,106,291,78,13,1
4,4,Female,29,168.0,59.6,2025-04-24 15:00:00,2276,102,271,89,8,1
4,4,Female,29,168.0,59.9,2025-04-26 15:00:00,2317,107,250,79,1,0
4,4,Female,29,168.0,59.9,2025-04-26 15:00:05,2317,107,250,79,10,0
4,4,Female,29,168.0,59.9,2025-04-26 15:00:10,2317,107,250,79,13,1
4,4,Female,29,168.0,59.7,2025-04-27 15:00:00,2166,111,250,83,10,0
4,4,Female,29,168.0,59.7,2025-04-27 15:00:05,2166,111,250,83,18,1
4,4,Female,29,168.0,59.8,2025-04-28 15:00:00,2162,91,253,80,11,1
4,4,Female,29,168.0,60.4,2025-04-30 15:00:00,2068,111,266,77,16,0
4,4,Female,29,168.0,60.4,2025-04-30 15:00:05,2068,111,266,77,4,0
4,4,Female,29,168.0,60.4,2025-04-30 15:00:10,2068,111,266,77,15,1
4,4,Female,29,168.0,60.1,2025-05-01 15:00:00,2254,93,281,84,12,0
4,4,Female,29,168.0,60.1,2025-05-01 15:00:05,2254,93,281,84,13,1
4,4,Female,29,168.0,59.7,2025-05-02 15:00:00,2286,111,268,81,13,1
4,4,Female,29,168.0,59.7,2025-05-04 15:00:00,2379,117,289,71,9,0
4,4,Female,29,168.0,59.7,2025-05-04 15:00:05,2379,117,289,71,1,0
4,4,Female,29,168.0,59.7,2025-05-04 15:00:10,2379,117,289,71,8,1
4,4,Female,29,168.0,60.4,2025-05-05 15:00:00,2342,110,277,84,16,0
4,4,Female,29,168.0,60.4,2025-05-05 15:00:05,2342,110,277,84,18,1
4,4,Female,29,168.0,59.8,2025-05-06 15:00:00,2233,93,255,80,15,1
4,4,Female,29,168.0,59.9,2025-05-08 15:00:00,2378,102,271,66,12,0
4,4,Female,29,168.0,59.9,2025-05-08 15:00:05,2378,102,271,66,19,0
4,4,Female,29,168.0,59.9,2025-05-08 15:00:10,2378,102,271,66,8,1
4,4,Female,29,168.0,60.4,2025-05-09 15:00:00,2360,104,248,77,4,0
4,4,Female,29,168.0,60.4,2025-05-09 15:00:05,2360,104,248,77,13,1
4,4,Female,29,168.0,59.7,2025-05-10 15:00:00,2206,103,266,81,13,1
4,4,Female,29,168.0,60.2,2025-05-12 15:00:00,2386,117,259,68,10,0
4,4,Female,29,168.0,60.2,2025-05-12 15:00:05,2386,117,259,68,11,0
4,4,Female,29,168.0,60.2,2025-05-12 15:00:10,2386,117,259,68,8,1
4,4,Female,29,168.0,60.2,2025-05-13 15:00:00,2088,101,277,84,1,0
4,4,Female,29,168.0,60.2,2025-05-13 15:00:05,2088,101,277,84,17,1
4,4,Female,29,168.0,59.8,2025-05-14 15:00:00,2332,113,243,74,13,1
4,4,Female,29,168.0,59.8,2025-05-16 15:00:00,2546,111,278,73,1,0
4,4,Female,29,168.0,59.8,2025-05-16 15:00:05,2546,111,278,73,9,0
4,4,Female,29,168.0,59.8,2025-05-16 15:00:10,2546,111,278,73,15,1
4,4,Female,29,168.0,60.2,2025-05-17 15:00:00,2560,101,289,88,1,0
4,4,Female,29,168.0,60.2,2025-05-17 15:00:05,2560,101,289,88,18,1
4,4,Female,29,168.0,60.0,2025-05-18 15:00:00,2308,115,274,74,8,1
4,4,Female,29,168.0,59.7,2025-05-20 15:00:00,2374,109,281,74,1,0
4,4,Female,29,168.0,59.7,2025-05-20 15:00:05,2374,109,281,74,20,0
4,4,Female,29,168.0,59.7,2025-05-20 15:00:10,2374,109,281,74,15,1
4,4,Female,29,168.0,60.1,2025-05-21 15:00:00,2397,101,263,70,20,0
4,4,Female,29,168.0,60.1,2025-05-21 15:00:05,2397,101,263,70,13,1
4,4,Female,29,168.0,60.3,2025-05-22 15:00:00,2421,118,281,93,18,1
4,4,Female,29,168.0,60.2,2025-05-24 15:00:00,2239,101,248,83,1,0
4,4,Female,29,168.0,60.2,2025-05-24 15:00:05,2239,101,248,83,9,0
4,4,Female,29,168.0,60.2,2025-05-24 15:00:10,2239,101,248,83,16,1
4,4,Female,29,168.0,60.3,2025-05-25 15:00:00,2051,117,312,82,19,0
4,4,Female,29,168.0,60.3,2025-05-25 15:00:05,2051,117,312,82,15,1
4,4,Female,29,168.0,59.9,2025-05-26 15:00:00,2358,123,270,72,3,1
4,4,Female,29,168.0,60.1,2025-05-28 15:00:00,2199,123,269,86,14,0
4,4,Female,29,168.0,60.1,2025-05-28 15:00:05,2199,123,269,86,17,0
4,4,Female,29,168.0,60.1,2025-05-28 15:00:10,2199,123,269,86,16,1
4,4,Female,29,168.0,60.4,2025-05-29 15:00:00,2237,93,254,75,3,0
4,4,Female,29,168.0,60.4,2025-05-29 15:00:05,2237,93,254,75,13,1
4,4,Female,29,168.0,60.1,2025-05-30 15:00:00,2248,107,299,82,13,1
5,5,Male,54,175.0,79.9,2025-04-10 15:00:00,1825,119,246,97,16,0
5,5,Male,54,175.0,79.9,2025-04-10 15:00:05,1825,119,246,97,12,0
5,5,Male,54,175.0,79.9,2025-04-10 15:00:10,1825,119,246,97,5,1
5,5,Male,54,175.0,79.7,2025-04-11 15:00:00,2329,116,301,88,8,0
5,5,Male,54,175.0,79.7,2025-04-11 15:00:05,2329,116,301,88,17,1
5,5,Male,54,175.0,80.2,2025-04-12 15:00:00,2274,126,289,90,17,1
5,5,Male,54,175.0,79.6,2025-04-14 15:00:00,2118,122,251,102,9,0
5,5,Male,54,175.0,79.6,2025-04-14 15:00:05,2118,122,251,102,3,0
