user_id,start,end,activity,hr_mean,hr_std,steps_lambda,hrv_mean,hrv_std,spo2_mean,spo2_std,steps_std,skin_mean,skin_std,scl_mean,scl_std
1,2025-04-01 19:45:00,2025-04-01 20:00:00,return_home,71.07,2.93,0.26,68.92,3.56,98.8,0.17,0.27,34.2,0.15,5.4,0.7
1,2025-04-01 20:00:00,2025-04-01 20:45:00,dinner,75.41,4.56,0.5,63.29,3.18,98.7,0.12,0.81,34.13,0.14,4.6,0.35
1,2025-04-01 20:45:00,2025-04-01 22:30:00,relax,62.1,1.97,0.08,70.03,5.87,99.1,0.17,0.39,33.99,0.09,4.1,0.25
1,2025-04-01 22:30:00,2025-04-01 22:45:00,shower,70.73,5.1,0.3,61.83,5.04,98.8,0.28,0.83,34.33,0.14,4.3,0.3
1,2025-04-01 22:45:00,2025-04-01 23:30:00,relax,59.24,2.26,0.11,73.41,5.71,98.9,0.09,0.09,33.92,0.09,4.1,0.25
1,2025-04-01 23:30:00,2025-04-02 07:30:00,sleep,51.95,2.46,0.01,72.07,6.85,98.8,0.12,0.42,34.23,0.08,3.8,0.2
1,2025-04-02 07:30:00,2025-04-02 07:35:00,wake_up,63.71,2.89,0.07,66.89,6.19,99.1,0.15,0.17,34.2,0.1,5.4,0.7
1,2025-04-02 07:35:00,2025-04-02 07:45:00,toilet,67.13,4.13,0.24,70.19,5.63,98.9,0.13,0.13,34.4,0.16,4.3,0.3
1,2025-04-02 07:45:00,2025-04-02 07:55:00,shower,71.58,4.3,0.3,64.91,4.56,98.8,0.21,0.46,34.38,0.15,4.3,0.3
1,2025-04-02 07:55:00,2025-04-02 08:00:00,get_ready,70.7,3.56,0.3,59.87,4.41,98.8,0.16,0.53,34.16,0.16,4.1,0.25
1,2025-04-02 08:00:00,2025-04-02 08:20:00,breakfast,76.07,3.39,0.5,61.34,3.98,98.6,0.14,1.31,34.25,0.18,4.6,0.35
1,2025-04-02 08:20:00,2025-04-02 08:30:00,prep_bag_uni,71.41,3.68,0.3,65.88,4.33,98.8,0.15,0.41,34.28,0.13,5.4,0.7
1,2025-04-02 08:30:00,2025-04-02 08:40:00,walk,86.94,5.92,6.96,61.5,5.73,98.7,0.2,4.09,34.51,0.24,5.1,0.6
1,2025-04-02 08:40:00,2025-04-02 09:00:00,bus,68.81,2.76,0.13,64.97,4.51,98.8,0.13,0.26,34.19,0.11,5.1,0.6
1,2025-04-02 09:00:00,2025-04-02 13:00:00,class,60.25,3.12,0.16,70.83,6.65,98.8,0.13,0.37,33.87,0.13,5.6,0.8
1,2025-04-02 13:00:00,2025-04-02 13:45:00,lunch,76.44,4.34,0.5,63.63,4.43,98.7,0.16,1.15,34.13,0.15,4.6,0.35
1,2025-04-02 14:00:00,2025-04-02 16:00:00,library_study,61.82,3.15,0.25,68.88,5.95,99.1,0.13,0.09,34.02,0.12,5.6,0.8
1,2025-04-02 16:00:00,2025-04-02 16:30:00,return_home,69.01,3.53,0.3,67.68,4.22,99.1,0.14,0.05,34.33,0.14,5.4,0.7
1,2025-04-02 16:30:00,2025-04-02 18:00:00,study,64.13,3.52,0.0,66.5,5.36,98.9,0.16,0.35,34.02,0.08,5.6,0.8
1,2025-04-02 18:00:00,2025-04-02 19:00:00,brisk_walk,102.23,7.02,8.25,56.92,5.28,98.5,0.27,5.05,34.74,0.29,5.1,0.6
1,2025-04-02 19:00:00,2025-04-02 19:45:00,cook_dinner,71.78,3.58,0.3,63.21,4.21,98.8,0.15,0.87,34.14,0.12,4.6,0.35
1,2025-04-02 19:45:00,2025-04-02 20:30:00,dinner,73.22,3.07,0.5,63.5,3.89,98.7,0.18,1.32,34.19,0.18,4.6,0.35
1,2025-04-02 20:30:00,2025-04-02 22:00:00,tv_reading,62.11,2.17,0.04,67.04,5.64,99.0,0.17,0.49,33.89,0.11,4.1,0.25
1,2025-04-02 22:00:00,2025-04-02 22:30:00,shower,69.75,5.19,0.3,60.34,5.37,98.8,0.18,0.24,34.35,0.16,4.3,0.3
1,2025-04-02 22:30:00,2025-04-02 23:30:00,relax,60.77,2.63,0.12,73.64,5.86,98.9,0.18,0.05,34.09,0.11,4.1,0.25
1,2025-04-02 23:30:00,2025-04-03 07:30:00,sleep,52.84,2.64,0.01,79.15,6.03,98.9,0.18,0.05,34.03,0.1,3.8,0.2
1,2025-04-03 07:30:00,2025-04-03 07:35:00,wake_up,64.42,2.84,0.02,68.37,6.25,99.0,0.18,0.05,34.2,0.15,5.4,0.7
1,2025-04-03 07:35:00,2025-04-03 07:45:00,toilet,68.27,4.57,0.26,67.16,4.98,98.9,0.13,0.44,34.23,0.16,4.3,0.3
1,2025-04-03 07:45:00,2025-04-03 07:55:00,shower,72.3,5.15,0.3,64.91,4.88,98.9,0.15,0.38,34.24,0.12,4.3,0.3
1,2025-04-03 07:55:00,2025-04-03 08:00:00,get_ready,72.64,3.86,0.3,61.99,3.31,98.8,0.22,0.69,34.26,0.16,4.1,0.25
1,2025-04-03 08:00:00,2025-04-03 08:20:00,breakfast,72.13,3.88,0.5,61.83,4.32,98.7,0.17,0.91,34.27,0.18,4.6,0.35
1,2025-04-03 08:20:00,2025-04-03 08:30:00,prep_bag_uni,68.84,3.14,0.3,64.62,4.56,98.8,0.19,0.58,34.22,0.18,5.4,0.7
1,2025-04-03 08:30:00,2025-04-03 08:40:00,walk,85.57,5.62,6.48,60.9,4.37,98.7,0.23,4.33,34.41,0.23,5.1,0.6
1,2025-04-03 08:40:00,2025-04-03 09:00:00,bus,64.98,2.17,0.22,66.64,4.4,98.9,0.16,0.05,34.16,0.11,5.1,0.6
1,2025-04-03 09:00:00,2025-04-03 13:00:00,class,63.46,3.22,0.18,74.07,5.97,99.0,0.13,0.05,33.9,0.08,5.6,0.8
1,2025-04-03 13:00:00,2025-04-03 13:45:00,lunch,75.92,4.13,0.5,60.47,4.36,98.8,0.15,0.97,34.24,0.15,4.6,0.35
1,2025-04-03 14:00:00,2025-04-03 17:00:00,library_study,60.26,2.97,0.18,69.2,6.08,98.9,0.19,0.5,33.98,0.11,5.6,0.8
1,2025-04-03 17:00:00,2025-04-03 17:15:00,return_home,66.11,2.54,0.27,63.86,4.29,99.1,0.11,0.18,34.22,0.18,5.4,0.7
1,2025-04-03 17:15:00,2025-04-03 17:30:00,prep_football,76.53,4.1,0.3,57.7,3.49,98.8,0.13,1.06,34.32,0.11,7.5,1.1
1,2025-04-03 17:30:00,2025-04-03 17:45:00,walk,86.62,5.77,6.99,58.74,4.75,98.6,0.27,4.19,34.47,0.26,5.1,0.6
1,2025-04-03 17:45:00,2025-04-03 19:15:00,football,134.76,10.09,8.88,52.89,6.18,98.2,0.32,5.55,34.85,0.38,7.5,1.1
1,2025-04-03 19:15:00,2025-04-03 19:30:00,shower,70.47,5.01,0.3,62.76,5.19,98.8,0.19,0.72,34.32,0.1,4.3,0.3
1,2025-04-03 19:30:00,2025-04-03 19:45:00,return_home,70.93,4.02,0.26,62.13,3.88,98.9,0.14,0.13,34.25,0.16,5.4,0.7
1,2025-04-03 19:45:00,2025-04-03 20:30:00,dinner,73.21,4.28,0.5,62.34,3.87,98.7,0.17,0.7,34.21,0.14,4.6,0.35
1,2025-04-03 20:30:00,2025-04-03 22:00:00,tv_reading,64.22,2.43,0.27,67.79,6.23,99.0,0.12,0.19,34.1,0.09,4.1,0.25
1,2025-04-03 22:00:00,2025-04-03 22:30:00,shower,68.97,4.99,0.26,63.32,4.97,98.7,0.15,0.55,34.36,0.1,4.3,0.3
1,2025-04-03 22:30:00,2025-04-03 23:30:00,relax,61.94,2.61,0.01,68.37,6.33,99.0,0.22,0.2,34.03,0.1,4.1,0.25
1,2025-04-03 23:30:00,2025-04-04 07:30:00,sleep,53.98,2.75,0.01,73.96,5.83,98.9,0.17,0.35,33.96,0.09,3.8,0.2
1,2025-04-04 07:30:00,2025-04-04 07:35:00,wake_up,65.34,2.9,0.0,67.89,6.42,98.9,0.12,0.21,34.18,0.11,5.4,0.7
1,2025-04-04 07:35:00,2025-04-04 07:45:00,toilet,67.98,4.28,0.15,65.98,4.92,98.8,0.1,0.49,34.27,0.13,4.3,0.3
1,2025-04-04 07:45:00,2025-04-04 07:55:00,shower,70.88,5.45,0.12,61.01,4.63,98.9,0.21,0.6,34.31,0.13,4.3,0.3
1,2025-04-04 07:55:00,2025-04-04 08:00:00,get_ready,71.54,3.52,0.3,64.62,4.61,98.8,0.17,0.76,34.17,0.11,4.1,0.25
1,2025-04-04 08:00:00,2025-04-04 08:20:00,breakfast,75.2,4.48,0.5,58.28,4.04,98.8,0.2,1.15,34.17,0.13,4.6,0.35
1,2025-04-04 08:20:00,2025-04-04 08:30:00,prep_bag_uni,70.01,3.38,0.3,69.1,4.71,98.9,0.12,0.72,34.25,0.16,5.4,0.7
1,2025-04-04 08:30:00,2025-04-04 08:40:00,walk,87.5,6.25,6.81,61.27,5.14,98.5,0.25,3.99,34.5,0.28,5.1,0.6
1,2025-04-04 08:40:00,2025-04-04 09:00:00,bus,69.07,3.04,0.23,69.7,4.5,98.9,0.12,0.28,34.1,0.08,5.1,0.6
1,2025-04-04 09:00:00,2025-04-04 13:00:00,class,62.94,2.97,0.3,71.79,6.0,99.0,0.15,0.21,33.91,0.1,5.6,0.8
1,2025-04-04 13:00:00,2025-04-04 13:45:00,lunch,75.1,3.5,0.5,62.78,3.29,98.7,0.18,1.31,34.28,0.15,4.6,0.35
1,2025-04-04 14:00:00,2025-04-04 16:00:00,library_study,60.99,2.57,0.18,71.76,6.51,99.1,0.15,0.05,33.97,0.1,5.6,0.8
1,2025-04-04 16:00:00,2025-04-04 16:30:00,return_home,68.76,2.77,0.3,64.99,3.75,98.9,0.14,0.4,34.22,0.13,5.4,0.7
1,2025-04-04 16:30:00,2025-04-04 18:00:00,walk,85.42,6.58,6.24,55.77,4.26,98.6,0.25,4.08,34.7,0.2,5.1,0.6
1,2025-04-04 18:00:00,2025-04-04 19:00:00,relax,61.48,3.12,0.0,70.24,5.7,98.9,0.14,0.41,34.15,0.09,4.1,0.25
1,2025-04-04 19:00:00,2025-04-04 19:45:00,cook_dinner,74.29,3.51,0.3,63.81,4.05,98.8,0.25,0.87,34.24,0.17,4.6,0.35
1,2025-04-04 19:45:00,2025-04-04 20:30:00,dinner,74.57,3.8,0.5,62.06,4.11,98.7,0.16,1.13,34.05,0.16,4.6,0.35
1,2025-04-04 20:30:00,2025-04-04 23:30:00,night_out,70.82,3.42,0.3,64.17,4.72,98.9,0.16,0.72,34.25,0.15,5.4,0.7
1,2025-04-04 23:30:00,2025-04-05 08:30:00,sleep,53.33,2.1,0.01,75.13,5.24,98.7,0.15,0.05,33.99,0.1,3.8,0.2
1,2025-04-05 08:30:00,2025-04-05 08:35:00,wake_up,63.0,2.78,0.01,68.08,5.88,99.1,0.13,0.05,34.24,0.08,5.4,0.7
1,2025-04-05 08:35:00,2025-04-05 08:45:00,toilet,68.47,4.04,0.24,69.18,4.75,99.1,0.14,0.09,34.31,0.13,4.3,0.3
1,2025-04-05 08:45:00,2025-04-05 08:55:00,shower,70.1,5.16,0.3,62.76,5.39,98.9,0.24,0.56,34.51,0.11,4.3,0.3
1,2025-04-05 08:55:00,2025-04-05 09:00:00,get_ready,70.62,3.15,0.3,63.86,4.43,99.0,0.14,0.68,34.28,0.15,4.1,0.25
1,2025-04-05 09:00:00,2025-04-05 09:30:00,breakfast,74.01,4.18,0.5,65.29,4.12,98.7,0.12,1.03,34.28,0.17,4.6,0.35
1,2025-04-05 09:30:00,2025-04-05 10:00:00,prep_out,71.25,3.85,0.3,66.4,4.12,98.8,0.16,0.05,34.33,0.08,5.4,0.7
1,2025-04-05 10:00:00,2025-04-05 12:00:00,long_walk,95.93,7.18,7.65,55.68,4.72,98.6,0.24,5.25,34.7,0.31,5.1,0.6
1,2025-04-05 12:00:00,2025-04-05 12:15:00,shower,72.94,5.05,0.25,63.78,4.99,98.7,0.19,0.3,34.47,0.15,4.3,0.3
1,2025-04-05 12:15:00,2025-04-05 13:00:00,relax,60.66,2.46,0.1,72.23,5.6,98.9,0.18,0.05,33.89,0.11,4.1,0.25
1,2025-04-05 13:00:00,2025-04-05 14:00:00,lunch,76.56,3.39,0.5,63.47,4.15,98.8,0.11,1.17,34.18,0.14,4.6,0.35
1,2025-04-05 14:00:00,2025-04-05 15:30:00,study,65.04,3.59,0.3,71.63,5.96,99.0,0.17,0.27,34.01,0.12,5.6,0.8
1,2025-04-05 15:30:00,2025-04-05 17:30:00,hangout,69.93,3.21,0.3,66.27,4.5,98.8,0.17,0.63,34.36,0.16,5.4,0.7
1,2025-04-05 17:30:00,2025-04-05 19:00:00,relax,59.52,3.08,0.03,67.69,5.58,98.9,0.15,0.07,33.97,0.11,4.1,0.25
1,2025-04-05 19:00:00,2025-04-05 19:45:00,cook_dinner,72.41,3.63,0.3,65.23,3.16,98.8,0.08,0.71,34.3,0.17,4.6,0.35
1,2025-04-05 19:45:00,2025-04-05 20:30:00,dinner,76.43,4.08,0.5,62.97,3.79,98.7,0.18,0.94,34.26,0.16,4.6,0.35
1,2025-04-05 20:30:00,2025-04-05 23:30:00,night_out,70.85,4.39,0.3,64.2,4.7,98.7,0.18,0.91,34.22,0.16,5.4,0.7
1,2025-04-05 23:30:00,2025-04-06 09:00:00,sleep,51.51,2.42,0.01,79.89,5.45,99.0,0.15,0.13,34.01,0.11,3.8,0.2
1,2025-04-06 09:00:00,2025-04-06 09:05:00,wake_up,63.76,2.55,0.03,64.81,5.63,99.0,0.19,0.66,34.15,0.13,5.4,0.7
1,2025-04-06 09:05:00,2025-04-06 09:15:00,toilet,68.29,3.94,0.29,66.12,5.04,98.9,0.11,0.05,34.35,0.14,4.3,0.3
1,2025-04-06 09:15:00,2025-04-06 09:25:00,shower,70.28,5.0,0.3,64.36,4.74,98.9,0.25,0.55,34.48,0.17,4.3,0.3
1,2025-04-06 09:25:00,2025-04-06 09:30:00,get_ready,72.36,3.75,0.3,66.04,4.06,98.9,0.11,0.44,34.4,0.17,4.1,0.25
1,2025-04-06 09:30:00,2025-04-06 10:00:00,breakfast,75.78,3.89,0.5,61.52,4.04,98.7,0.18,0.98,34.23,0.13,4.6,0.35
1,2025-04-06 10:00:00,2025-04-06 12:00:00,city_walk,88.54,6.0,6.39,59.53,4.93,98.6,0.3,4.08,34.58,0.21,5.1,0.6
1,2025-04-06 12:00:00,2025-04-06 13:00:00,cook_lunch,69.93,3.39,0.3,66.76,3.93,98.9,0.15,0.66,34.29,0.15,4.6,0.35
1,2025-04-06 13:00:00,2025-04-06 14:00:00,lunch_family,78.06,3.07,0.5,60.91,4.01,98.8,0.16,1.02,34.28,0.17,4.6,0.35
1,2025-04-06 14:00:00,2025-04-06 15:30:00,rest_nap,58.22,2.89,0.01,71.88,6.28,98.9,0.15,0.37,33.8,0.08,3.8,0.2
1,2025-04-06 15:30:00,2025-04-06 17:30:00,hangout,68.58,3.35,0.3,61.99,4.11,98.7,0.22,1.06,34.27,0.14,5.4,0.7
1,2025-04-06 17:30:00,2025-04-06 18:30:00,relax,59.62,1.74,0.07,69.0,5.97,98.9,0.13,0.15,34.03,0.11,4.1,0.25
1,2025-04-06 18:30:00,2025-04-06 19:15:00,cook_dinner,70.42,3.84,0.3,65.27,4.0,98.7,0.14,0.77,34.35,0.15,4.6,0.35
1,2025-04-06 19:15:00,2025-04-06 20:00:00,dinner,76.84,4.4,0.5,63.5,4.77,98.9,0.11,0.86,34.32,0.13,4.6,0.35
1,2025-04-06 20:00:00,2025-04-06 22:00:00,tv_reading,60.41,2.31,0.14,69.8,5.74,98.9,0.13,0.05,34.18,0.11,4.1,0.25
1,2025-04-06 22:00:00,2025-04-06 22:30:00,shower,72.06,4.8,0.3,62.57,3.94,98.7,0.15,0.05,34.3,0.18,4.3,0.3
1,2025-04-06 22:30:00,2025-04-06 23:30:00,relax,60.95,3.02,0.12,72.57,5.64,99.0,0.17,0.05,34.04,0.11,4.1,0.25
1,2025-04-06 23:30:00,2025-04-07 07:30:00,sleep,52.34,2.05,0.01,75.17,6.13,98.8,0.15,0.16,34.05,0.13,3.8,0.2
1,2025-04-07 07:30:00,2025-04-07 07:35:00,wake_up,65.16,3.61,0.0,68.6,5.71,98.9,0.17,0.09,34.34,0.09,5.4,0.7
1,2025-04-07 07:35:00,2025-04-07 07:45:00,toilet,69.2,4.04,0.3,65.11,4.98,98.9,0.12,0.48,34.35,0.16,4.3,0.3
1,2025-04-07 07:45:00,2025-04-07 07:55:00,shower,72.84,5.58,0.3,64.75,4.75,98.8,0.18,0.77,34.43,0.15,4.3,0.3
1,2025-04-07 07:55:00,2025-04-07 08:00:00,get_ready,72.43,2.63,0.25,66.59,4.52,98.8,0.11,0.6,34.46,0.17,4.1,0.25
1,2025-04-07 08:00:00,2025-04-07 08:20:00,breakfast,74.2,3.82,0.5,57.74,4.1,98.8,0.1,0.92,34.11,0.13,4.6,0.35
1,2025-04-07 08:20:00,2025-04-07 08:30:00,prep_bag_uni,70.06,2.67,0.3,66.51,3.9,98.6,0.12,0.8,33.98,0.14,5.4,0.7
1,2025-04-07 08:30:00,2025-04-07 08:40:00,walk,84.58,6.32,6.39,60.81,5.23,98.7,0.24,4.18,34.48,0.27,5.1,0.6
1,2025-04-07 08:40:00,2025-04-07 09:00:00,bus,66.09,2.28,0.2,63.87,4.59,99.0,0.16,0.05,34.09,0.11,5.1,0.6
1,2025-04-07 09:00:00,2025-04-07 13:00:00,class,60.75,2.57,0.24,70.54,6.16,99.1,0.16,0.38,34.22,0.1,5.6,0.8
1,2025-04-07 13:00:00,2025-04-07 13:45:00,lunch,75.04,4.17,0.5,60.95,3.59,98.9,0.16,0.95,34.27,0.15,4.6,0.35
1,2025-04-07 13:45:00,2025-04-07 14:00:00,walk,85.7,6.22,6.21,60.71,5.77,98.6,0.24,4.0,34.57,0.24,5.1,0.6
1,2025-04-07 14:00:00,2025-04-07 16:00:00,class,62.55,3.37,0.0,71.72,5.85,99.0,0.12,0.52,34.1,0.12,5.6,0.8
1,2025-04-07 16:00:00,2025-04-07 16:30:00,commute_home,66.18,3.33,0.3,62.79,4.49,98.9,0.17,0.44,34.22,0.18,5.1,0.6
1,2025-04-07 16:30:00,2025-04-07 18:30:00,study,65.47,1.85,0.12,68.67,5.3,99.0,0.19,0.05,34.03,0.08,5.6,0.8
1,2025-04-07 18:30:00,2025-04-07 19:15:00,walk,85.19,6.59,6.45,60.92,4.25,98.7,0.27,4.06,34.65,0.22,5.1,0.6
1,2025-04-07 19:15:00,2025-04-07 20:00:00,cook_dinner,73.42,3.37,0.3,63.02,3.77,98.9,0.16,0.83,34.3,0.16,4.6,0.35
1,2025-04-07 20:00:00,2025-04-07 20:45:00,dinner,74.5,4.89,0.5,64.52,4.55,98.6,0.22,1.25,34.28,0.15,4.6,0.35
1,2025-04-07 20:45:00,2025-04-07 22:30:00,tv_reading,61.74,2.42,0.14,72.8,6.07,98.9,0.17,0.33,34.05,0.11,4.1,0.25
1,2025-04-07 22:30:00,2025-04-07 22:45:00,shower,70.67,4.63,0.26,60.73,5.09,98.8,0.19,0.05,34.3,0.17,4.3,0.3
1,2025-04-07 22:45:00,2025-04-07 23:30:00,relax,60.2,2.64,0.0,73.88,5.94,99.0,0.22,0.42,33.98,0.09,4.1,0.25
1,2025-04-07 23:30:00,2025-04-08 07:30:00,sleep,52.61,2.7,0.01,74.21,6.59,98.9,0.22,0.07,34.14,0.11,3.8,0.2
1,2025-04-08 07:30:00,2025-04-08 07:35:00,wake_up,64.13,3.45,0.05,63.48,5.92,99.0,0.21,0.05,34.17,0.13,5.4,0.7
1,2025-04-08 07:35:00,2025-04-08 07:45:00,toilet,68.54,4.23,0.26,66.66,5.31,98.8,0.18,0.08,34.33,0.15,4.3,0.3
1,2025-04-08 07:45:00,2025-04-08 07:55:00,shower,70.26,4.99,0.29,61.86,4.86,98.7,0.21,0.22,34.46,0.13,4.3,0.3
1,2025-04-08 07:55:00,2025-04-08 08:00:00,get_ready,70.32,3.25,0.3,65.66,4.42,98.8,0.09,0.59,34.46,0.15,4.1,0.25
1,2025-04-08 08:00:00,2025-04-08 08:20:00,breakfast,74.08,4.22,0.5,58.01,3.33,98.7,0.13,1.31,34.17,0.11,4.6,0.35
1,2025-04-08 08:20:00,2025-04-08 08:30:00,prep_bag_uni,68.48,2.4,0.3,64.62,3.83,98.9,0.19,0.52,34.03,0.16,5.4,0.7
1,2025-04-08 08:30:00,2025-04-08 08:40:00,walk,86.67,6.12,6.9,57.67,5.8,98.5,0.27,3.76,34.53,0.28,5.1,0.6
1,2025-04-08 08:40:00,2025-04-08 09:00:00,bus,66.69,2.84,0.22,66.79,5.05,98.9,0.1,0.05,34.14,0.11,5.1,0.6
1,2025-04-08 09:00:00,2025-04-08 13:00:00,class,61.12,2.71,0.09,69.27,5.45,98.9,0.13,0.4,34.06,0.1,5.6,0.8
1,2025-04-08 13:00:00,2025-04-08 13:45:00,lunch,75.53,4.06,0.5,59.71,3.62,98.6,0.12,1.13,34.26,0.12,4.6,0.35
1,2025-04-08 13:45:00,2025-04-08 14:00:00,walk,86.03,5.91,6.69,59.97,4.42,98.5,0.25,4.31,34.42,0.26,5.1,0.6
1,2025-04-08 14:00:00,2025-04-08 16:00:00,class,64.43,2.94,0.21,68.59,5.95,98.9,0.08,0.44,33.92,0.09,5.6,0.8
1,2025-04-08 16:00:00,2025-04-08 16:30:00,commute_home,66.34,2.44,0.3,64.54,4.65,98.9,0.16,0.45,34.33,0.13,5.1,0.6
1,2025-04-08 16:30:00,2025-04-08 17:30:00,study,63.93,3.45,0.28,66.16,5.88,99.1,0.17,0.29,33.98,0.09,5.6,0.8
1,2025-04-08 17:30:00,2025-04-08 17:45:00,prep_football,78.35,3.9,0.3,61.16,3.73,98.8,0.24,0.54,34.33,0.13,7.5,1.1
1,2025-04-08 17:45:00,2025-04-08 18:00:00,walk,86.69,6.02,6.84,62.35,5.08,98.7,0.18,4.42,34.63,0.27,5.1,0.6
1,2025-04-08 18:00:00,2025-04-08 19:30:00,football,134.54,9.67,9.33,51.97,6.61,98.4,0.25,5.69,34.9,0.35,7.5,1.1
1,2025-04-08 19:30:00,2025-04-08 19:45:00,shower,69.23,5.2,0.11,65.3,4.4,98.8,0.2,0.68,34.39,0.14,4.3,0.3
1,2025-04-08 19:45:00,2025-04-08 20:00:00,return_home,68.39,3.51,0.3,65.23,3.91,98.8,0.16,0.05,34.26,0.15,5.4,0.7
1,2025-04-08 20:00:00,2025-04-08 20:45:00,dinner,77.86,3.56,0.5,65.6,4.48,98.6,0.16,1.05,34.22,0.14,4.6,0.35
1,2025-04-08 20:45:00,2025-04-08 22:30:00,relax,60.89,1.86,0.09,71.9,5.91,98.9,0.18,0.19,33.94,0.09,4.1,0.25
1,2025-04-08 22:30:00,2025-04-08 22:45:00,shower,69.2,4.59,0.3,66.46,4.74,98.9,0.18,0.5,34.39,0.17,4.3,0.3
1,2025-04-08 22:45:00,2025-04-08 23:30:00,relax,60.36,1.87,0.0,69.94,5.5,99.0,0.14,0.59,33.86,0.1,4.1,0.25
1,2025-04-08 23:30:00,2025-04-09 07:30:00,sleep,51.65,2.3,0.01,70.35,6.09,99.1,0.14,0.1,34.08,0.1,3.8,0.2
1,2025-04-09 07:30:00,2025-04-09 07:35:00,wake_up,65.26,2.44,0.0,71.85,6.45,99.0,0.12,0.05,34.21,0.1,5.4,0.7
1,2025-04-09 07:35:00,2025-04-09 07:45:00,toilet,67.89,3.99,0.23,63.12,4.79,99.0,0.11,0.31,34.23,0.15,4.3,0.3
1,2025-04-09 07:45:00,2025-04-09 07:55:00,shower,70.53,5.59,0.3,61.38,5.27,98.7,0.18,0.51,34.36,0.17,4.3,0.3
1,2025-04-09 07:55:00,2025-04-09 08:00:00,get_ready,70.07,3.25,0.3,63.87,4.94,98.9,0.2,1.05,34.22,0.15,4.1,0.25
1,2025-04-09 08:00:00,2025-04-09 08:20:00,breakfast,72.59,3.69,0.5,59.89,3.58,98.7,0.11,1.22,34.13,0.21,4.6,0.35
1,2025-04-09 08:20:00,2025-04-09 08:30:00,prep_bag_uni,69.46,3.53,0.27,68.41,4.45,98.8,0.11,0.59,34.11,0.18,5.4,0.7
1,2025-04-09 08:30:00,2025-04-09 08:40:00,walk,86.97,6.04,5.88,58.03,5.28,98.7,0.28,3.78,34.62,0.27,5.1,0.6
1,2025-04-09 08:40:00,2025-04-09 09:00:00,bus,65.01,2.5,0.23,66.4,3.76,98.9,0.14,0.17,34.05,0.09,5.1,0.6
